,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
RayoVallecano_5400,55.0,13.0,8.0,2.0,4.0,6.0,5.0,40.0,17.0,1.0,2.0,32.0,9.0,32.0,479.0,77.0
RayoVallecano_5409,53.5,17.0,9.0,3.0,3.5,5.0,4.5,35.0,15.5,2.5,2.5,38.0,9.5,29.5,432.5,77.0
RayoVallecano_5422,53.666666666666664,16.333333333333332,11.0,4.0,4.666666666666667,5.333333333333333,4.333333333333333,30.333333333333332,13.333333333333334,3.6666666666666665,2.3333333333333335,35.666666666666664,8.0,26.666666666666668,472.0,81.0
RayoVallecano_5445,53.5,15.25,11.0,4.0,5.0,5.5,4.25,30.5,12.0,3.0,2.0,38.25,6.75,28.0,453.25,79.0
RayoVallecano_5457,54.4,15.0,12.6,4.0,5.4,4.8,4.0,31.0,12.4,3.0,3.2,34.4,7.6,26.6,459.0,79.2
RayoVallecano_5479,55.666666666666664,14.5,13.166666666666666,4.5,5.5,4.666666666666667,3.6666666666666665,30.666666666666668,13.166666666666666,3.0,3.1666666666666665,36.166666666666664,7.666666666666667,25.833333333333332,466.0,80.0
RayoVallecano_5492,54.57142857142857,15.285714285714286,13.0,4.428571428571429,5.285714285714286,4.571428571428571,3.7142857142857144,33.57142857142857,15.0,2.857142857142857,3.2857142857142856,36.285714285714285,8.0,25.428571428571427,464.57142857142856,79.57142857142857
RayoVallecano_5499,55.375,14.875,12.625,4.25,5.5,4.625,3.375,33.875,14.875,2.875,2.875,35.625,8.875,25.875,475.125,80.125
RayoVallecano_5515,55.111111111111114,15.555555555555555,12.444444444444445,4.111111111111111,5.444444444444445,4.555555555555555,3.5555555555555554,33.44444444444444,15.333333333333334,2.888888888888889,2.888888888888889,34.888888888888886,8.555555555555555,25.666666666666668,466.1111111111111,79.55555555555556
RayoVallecano_5528,54.3,15.3,11.7,3.8,5.3,4.4,3.4,36.4,17.5,3.1,2.6,34.5,8.1,26.2,458.5,78.3
RayoVallecano_5542,53.18181818181818,14.909090909090908,11.272727272727273,3.727272727272727,5.090909090909091,4.090909090909091,3.4545454545454546,34.54545454545455,16.181818181818183,3.3636363636363638,2.4545454545454546,34.36363636363637,7.909090909090909,24.90909090909091,450.1818181818182,78.45454545454545
RayoVallecano_5568,53.583333333333336,14.916666666666666,11.416666666666666,4.083333333333333,5.083333333333333,4.083333333333333,3.4166666666666665,36.416666666666664,17.166666666666668,3.3333333333333335,2.25,33.416666666666664,7.916666666666667,25.166666666666668,453.3333333333333,78.58333333333333
RayoVallecano_5576,53.30769230769231,14.0,11.461538461538462,4.076923076923077,5.153846153846154,4.076923076923077,3.3076923076923075,36.61538461538461,17.615384615384617,3.3846153846153846,2.230769230769231,34.23076923076923,7.923076923076923,24.384615384615383,450.6923076923077,78.6923076923077
RayoVallecano_5591,53.714285714285715,13.928571428571429,12.214285714285714,4.0,5.785714285714286,4.357142857142857,3.2142857142857144,36.07142857142857,17.285714285714285,3.5,2.4285714285714284,34.285714285714285,8.5,23.571428571428573,451.07142857142856,79.07142857142857
RayoVallecano_5598,53.53333333333333,13.466666666666667,11.6,3.8666666666666667,5.466666666666667,4.066666666666666,3.066666666666667,36.53333333333333,17.466666666666665,3.533333333333333,2.4,33.733333333333334,8.0,23.066666666666666,448.1333333333333,78.8
RayoVallecano_5612,53.875,13.5,12.25,4.25,5.625,4.3125,3.066666666666667,35.625,16.9375,3.375,2.5,34.0,8.0,22.8125,453.6875,79.375
